Institution,Country,Year,Best Rank,Worst Rank,Highest Score,Lowest Score,Teaching,Research,Citations,Industry Income,International Outlook,FTE Enrollment,Students per Staff,International Enrollment,Pct Women,Score,Rank
University of Oxford,United Kingdom,2019,1,1,96.0,96.0,91.8,99.5,99.1,67.0,96.3,20298,11.0,0.4,0.46,96.0175,1.0
University of Cambridge,United Kingdom,2019,2,2,94.8,94.8,92.1,98.8,97.1,52.9,94.3,18749,10.9,0.37,0.46,94.795,2.0
Stanford University,United States,2019,3,3,94.7,94.7,93.6,96.8,99.9,64.6,79.3,15878,7.4,0.23,0.43,94.6525,3.0
Massachusetts Institute of Technology,United States,2019,4,4,94.2,94.2,91.9,92.7,99.9,87.6,89.0,11231,8.7,0.34,0.38,94.21499999999999,4.0
California Institute of Technology,United States,2019,5,5,94.1,94.1,94.5,97.2,99.2,88.2,62.3,2255,6.5,0.29,0.33,94.1475,5.0
Harvard University,United States,2019,6,6,93.6,93.6,90.1,98.4,99.6,48.7,79.7,20595,9.1,0.26,0.48,93.625,6.0
Princeton University,United States,2019,7,7,92.3,92.3,89.9,93.6,99.4,57.3,80.1,7996,8.2,0.24,0.45,92.31,7.0
Yale University,United States,2019,8,8,91.3,91.3,91.6,93.5,97.8,51.5,68.3,12318,5.2,0.2,0.5,91.28,8.0
Imperial College London,United Kingdom,2019,9,9,90.3,90.3,85.8,87.7,97.8,67.3,97.1,16425,11.7,0.56,0.38,90.35499999999999,9.0
University of Chicago,United States,2019,10,10,90.2,90.2,90.2,90.1,99.0,41.4,70.9,13562,6.1,0.25,0.44,90.14249999999998,10.0
ETH Zurich,Switzerland,2019,11,11,89.3,89.3,83.3,91.4,93.8,56.1,98.2,18171,12.3,0.39,0.31,89.3175,11.0
Johns Hopkins University,United States,2019,12,12,89.0,89.0,81.9,90.5,98.5,95.5,71.9,16146,4.6,0.25,0.52,89.05,12.0
University of Pennsylvania,United States,2019,12,12,89.0,89.0,87.4,89.2,98.4,70.3,63.6,20443,6.4,0.2,0.52,89.02749999999999,13.0
UCL,United Kingdom,2019,14,14,87.8,87.8,79.1,90.1,95.9,42.4,95.8,31696,10.6,0.51,0.57,87.77499999999999,14.0
"University of California, Berkeley",United States,2019,15,15,87.7,87.7,78.7,92.3,99.7,49.3,69.8,36468,13.2,0.17,0.51,87.6775,15.0
Columbia University,United States,2019,16,16,87.2,87.2,85.4,83.1,98.8,44.8,79.0,26586,6.0,0.37,,87.235,16.0
"University of California, Los Angeles",United States,2019,17,17,86.4,86.4,82.6,87.9,97.8,49.4,62.1,39464,9.2,0.17,0.53,86.3825,17.0
Duke University,United States,2019,18,18,85.4,85.4,84.1,78.8,98.2,100.0,61.0,15037,4.4,0.18,0.48,85.40499999999999,18.0
Cornell University,United States,2019,19,19,85.1,85.1,79.7,85.4,97.4,36.9,71.8,21904,9.8,0.25,0.49,85.0575,19.0
University of Michigan,United States,2019,20,20,84.1,84.1,80.0,85.9,96.0,45.9,58.0,41831,8.3,0.17,0.48,84.06749999999998,20.0
University of Toronto,Canada,2019,21,21,84.0,84.0,75.8,86.3,92.8,50.3,82.8,72202,19.0,0.19,,83.93749999999999,21.0
Tsinghua University,China,2019,22,22,82.9,82.9,87.7,94.1,74.8,99.8,45.8,36912,11.9,0.11,0.34,82.91,22.0
National University of Singapore,Singapore,2019,23,23,82.4,82.4,77.3,88.8,78.9,67.6,95.5,30727,17.4,0.28,0.5,82.35249999999999,23.0
Carnegie Mellon University,United States,2019,24,24,82.0,82.0,69.0,81.2,99.3,48.1,79.4,13033,13.3,0.47,0.4,82.0075,24.0
Northwestern University,United States,2019,25,25,81.7,81.7,69.0,83.6,97.8,75.8,63.0,17600,13.0,0.19,0.48,81.74,25.0
London School of Economics and Political Science,United Kingdom,2019,26,26,81.3,81.3,71.0,83.1,91.0,34.8,92.5,10028,11.8,0.7,0.52,81.3375,26.0
New York University,United States,2019,27,27,81.0,81.0,77.7,76.1,96.6,38.9,65.0,44433,8.9,0.32,0.56,80.9675,27.0
University of Washington,United States,2019,28,28,80.4,80.4,70.7,79.7,98.9,47.6,59.3,45476,11.3,0.16,0.53,80.42750000000001,28.0
University of Edinburgh,United Kingdom,2019,29,29,79.8,79.8,69.2,73.7,96.8,38.2,93.3,28153,12.7,0.41,0.6,79.8625,29.0
"University of California, San Diego",United States,2019,30,30,79.7,79.7,65.4,79.2,98.2,96.0,59.9,31687,12.9,0.2,0.46,79.73250000000002,30.0
Peking University,China,2019,31,31,79.3,79.3,88.8,80.4,76.7,48.3,57.5,42547,8.9,0.17,0.48,79.28999999999999,31.0
LMU Munich,Germany,2019,32,32,78.3,78.3,69.9,76.1,90.2,100.0,65.6,35389,36.0,0.16,0.61,78.28,33.0
University of Melbourne,Australia,2019,32,32,78.3,78.3,68.0,73.4,90.3,74.0,93.1,45030,26.6,0.42,0.56,78.3425,32.0
Georgia Institute of Technology,United States,2019,34,34,77.5,77.5,62.5,76.1,95.1,62.2,77.1,21903,21.5,0.27,0.32,77.4475,34.0
École Polytechnique Fédérale de Lausanne,Switzerland,2019,35,35,76.9,76.9,66.5,66.5,92.8,69.1,98.7,10343,11.4,0.57,0.28,76.87,35.0
University of Hong Kong,Hong Kong,2019,36,36,76.3,76.3,72.6,78.4,73.7,56.5,99.7,18122,18.1,0.43,0.54,76.3,36.0
University of British Columbia,Canada,2019,37,37,76.0,76.0,60.8,72.6,92.8,42.9,93.9,53566,18.6,0.3,0.54,75.97500000000001,37.0
King’s College London,United Kingdom,2019,38,38,75.8,75.8,61.1,68.7,95.2,45.9,95.3,24293,12.1,0.42,0.62,75.79499999999999,38.0
University of Texas at Austin,United States,2019,39,39,75.4,75.4,68.8,74.2,94.8,48.7,38.0,48561,17.1,0.1,0.51,75.4075,39.0
Karolinska Institute,Sweden,2019,40,40,74.9,74.9,56.1,72.1,96.2,68.6,77.5,7898,9.2,0.19,0.68,74.8475,40.0
Hong Kong University of Science and Technology,Hong Kong,2019,41,41,74.5,74.5,56.8,67.6,93.9,65.8,98.0,10394,23.6,0.31,,74.48499999999999,41.0
Paris Sciences et Lettres – PSL Research University Paris,France,2019,41,41,74.4,74.4,74.3,67.8,82.2,49.8,78.3,20722,11.3,0.26,0.44,74.4075,42.0
The University of Tokyo,Japan,2019,42,42,74.1,74.1,84.0,87.2,61.3,67.2,35.9,25828,7.6,0.11,,74.1225,43.0
University of Wisconsin-Madison,United States,2019,43,43,73.9,73.9,70.3,71.0,89.9,46.8,45.6,39193,10.5,0.12,,73.95,44.0
McGill University,Canada,2019,44,44,73.7,73.7,64.1,69.4,86.3,42.3,89.4,31060,13.0,0.28,0.58,73.7025,46.0
Technical University of Munich,Germany,2019,44,44,73.7,73.7,62.9,68.6,88.3,100.0,70.5,39726,50.6,0.24,0.34,73.72749999999999,45.0
Heidelberg University,Germany,2019,47,47,73.2,73.2,68.1,59.0,95.9,55.6,65.7,20953,16.6,0.17,0.54,73.21749999999999,47.0
KU Leuven,Belgium,2019,48,48,72.6,72.6,56.9,70.4,88.9,99.9,70.1,44719,36.5,0.15,0.49,72.615,48.0
Australian National University,Australia,2019,49,49,72.4,72.4,55.5,70.6,87.3,49.1,95.0,16840,18.5,0.39,0.52,72.3725,49.0
University of Illinois at Urbana-Champaign,United States,2019,50,50,72.3,72.3,63.2,73.5,86.7,49.4,53.5,43908,17.9,0.24,0.47,72.26750000000001,50.0
"Nanyang Technological University, Singapore",Singapore,2019,51,51,72.2,72.2,55.4,65.8,88.6,83.1,95.4,25738,16.7,0.28,0.48,72.1725,51.0
"University of California, Santa Barbara",United States,2019,52,52,71.5,71.5,50.9,65.0,98.8,83.4,67.0,23457,27.9,0.16,0.52,71.52,52.0
Brown University,United States,2019,53,53,71.4,71.4,67.3,57.3,95.4,36.2,60.4,9082,10.7,0.21,,71.435,53.0
Chinese University of Hong Kong,Hong Kong,2019,53,53,71.4,71.4,59.3,64.9,84.5,54.1,98.6,17883,18.4,0.33,,71.3575,54.0
Washington University in St Louis,United States,2019,54,54,70.9,70.9,63.1,56.6,99.1,39.5,56.5,13074,7.3,0.2,,70.86499999999998,55.0
University of North Carolina at Chapel Hill,United States,2019,56,56,70.0,70.0,62.2,61.4,96.8,42.4,36.8,34226,9.4,0.08,0.57,69.94000000000001,57.0
University of Manchester,United Kingdom,2019,57,57,69.9,69.9,57.7,62.0,87.2,45.0,90.1,36530,14.5,0.39,0.53,69.95249999999999,56.0
Delft University of Technology,Netherlands,2019,58,58,69.2,69.2,58.1,71.4,70.0,99.6,91.6,17880,20.0,0.29,0.28,69.21,58.0
"University of California, Davis",United States,2019,59,59,68.5,68.5,59.3,63.6,85.6,52.7,61.2,37847,13.5,0.13,0.57,68.4575,61.0
University of Sydney,Australia,2019,59,59,68.5,68.5,50.2,61.4,89.1,68.1,87.8,43333,20.5,0.35,0.58,68.49749999999999,60.0
Wageningen University & Research,Netherlands,2019,59,59,68.5,68.5,49.2,53.6,96.8,100.0,81.7,13214,20.9,0.29,0.55,68.5075,59.0
University of Amsterdam,Netherlands,2019,62,62,67.9,67.9,50.1,61.9,92.3,42.9,74.0,23778,12.3,0.12,0.56,67.91250000000001,62.0
Seoul National University,South Korea,2019,63,63,67.5,67.5,74.6,71.1,64.2,77.2,35.1,26066,12.3,0.12,,67.5325,63.0
Purdue University,United States,2019,64,64,67.4,67.4,61.6,68.6,71.1,64.6,71.8,39409,17.0,0.23,0.42,67.39,64.0
Kyoto University,Japan,2019,65,65,67.3,67.3,75.9,77.5,55.0,95.6,31.1,22420,8.8,0.08,0.24,67.24249999999999,65.0
University of Southern California,United States,2019,66,66,67.0,67.0,53.2,56.6,93.8,39.2,66.3,35510,11.6,0.25,0.53,67.0325,66.0
Humboldt University of Berlin,Germany,2019,67,67,66.9,66.9,64.1,65.8,72.6,41.8,67.2,33000,59.0,0.17,,66.83500000000001,67.0
Leiden University,Netherlands,2019,68,68,66.3,66.3,46.5,62.4,87.3,74.6,74.1,26321,18.0,0.13,0.57,66.2825,68.0
University of Queensland,Australia,2019,69,69,66.0,66.0,47.3,57.4,86.5,70.3,91.7,38187,34.4,0.31,0.55,65.99499999999999,69.0
Erasmus University Rotterdam,Netherlands,2019,70,70,65.8,65.8,40.6,55.7,97.2,56.8,84.5,22019,19.6,0.22,0.5,65.8075,70.0
University of Minnesota Twin Cities,United States,2019,71,71,65.3,65.3,56.8,58.7,85.6,79.4,39.4,60620,12.3,0.11,0.52,65.27,72.0
Ohio State University,United States,2019,71,71,65.3,65.3,56.7,54.9,87.1,52.9,58.3,53540,12.8,0.12,0.49,65.305,71.0
Sorbonne University,France,2019,73,73,65.1,65.1,63.2,53.1,80.6,39.0,67.3,42681,14.3,0.19,0.59,65.09249999999999,73.0
Boston University,United States,2019,74,74,65.0,65.0,56.3,44.8,96.8,36.5,62.3,25095,8.4,0.27,0.6,64.95499999999998,75.0
Utrecht University,Netherlands,2019,74,74,65.0,65.0,43.8,61.2,90.7,62.9,63.1,31551,14.3,0.07,0.59,65.015,74.0
University of Freiburg,Germany,2019,76,76,64.7,64.7,50.5,53.1,85.8,100.0,71.6,22005,44.5,0.22,0.55,64.69,76.0
McMaster University,Canada,2019,77,77,64.4,64.4,44.0,48.2,94.3,93.5,80.5,24602,27.3,0.16,0.53,64.325,78.0
University of Bristol,United Kingdom,2019,78,78,64.3,64.3,44.8,48.6,96.1,40.5,86.3,20570,13.2,0.27,0.53,64.335,77.0
University of Groningen,Netherlands,2019,79,79,64.1,64.1,42.5,54.4,90.7,79.7,77.5,26183,23.8,0.18,0.52,64.08500000000001,79.0
University of Warwick,United Kingdom,2019,79,79,64.1,64.1,48.0,51.8,87.0,41.5,93.3,19649,13.3,0.41,0.5,64.07499999999999,80.0
Pennsylvania State University,United States,2019,81,81,63.8,63.8,53.2,62.5,81.1,50.8,46.4,45704,15.0,0.15,0.46,63.79,81.0
"University of Maryland, College Park",United States,2019,82,82,63.7,63.7,47.8,57.7,93.2,38.7,41.2,32099,16.2,0.1,0.47,63.667500000000004,83.0
Sungkyunkwan University (SKKU),South Korea,2019,82,82,63.7,63.7,58.4,59.1,74.8,96.9,48.8,23359,19.5,0.14,0.42,63.772499999999994,82.0
Emory University,United States,2019,84,84,63.6,63.6,56.0,39.7,98.4,43.6,56.4,12647,4.2,0.2,0.58,63.550000000000004,85.0
Monash University,Australia,2019,84,84,63.6,63.6,46.1,53.7,83.8,74.1,88.7,49728,34.6,0.35,0.57,63.585,84.0
Rice University,United States,2019,86,86,63.5,63.5,50.9,40.4,97.9,44.6,75.1,6554,8.9,0.28,0.42,63.50750000000001,86.0
RWTH Aachen University,Germany,2019,87,87,63.3,63.3,56.7,60.7,71.3,98.8,56.2,44517,61.8,0.19,0.32,63.295,88.0
Uppsala University,Sweden,2019,87,87,63.3,63.3,44.3,55.7,87.7,77.3,67.4,25061,16.9,0.14,0.56,63.2975,87.0
University of Tübingen,Germany,2019,89,89,63.2,63.2,50.0,54.4,84.9,67.0,62.6,28743,39.2,0.14,0.58,63.160000000000004,89.0
Charité - Universitätsmedizin Berlin,Germany,2019,90,90,63.0,63.0,47.6,46.1,93.2,87.8,63.1,6943,17.5,0.19,0.64,62.9975,91.0
University of Montreal,Canada,2019,90,90,63.0,63.0,47.8,50.2,84.6,74.3,85.0,37311,20.3,0.23,0.59,63.0125,90.0
University of Zurich,Switzerland,2019,90,90,63.0,63.0,46.5,46.4,89.6,53.4,91.4,26340,14.7,0.2,0.57,62.940000000000005,92.0
University of Science and Technology of China,China,2019,93,93,62.9,62.9,62.3,54.7,77.1,89.2,32.2,16152,8.4,0.04,,62.874999999999986,93.0
University of Glasgow,United Kingdom,2019,93,93,62.8,62.8,41.2,48.3,93.6,40.1,92.3,24235,15.3,0.36,0.58,62.855,94.0
Michigan State University,United States,2019,93,93,62.8,62.8,56.5,54.2,79.8,37.9,62.9,44951,17.0,0.17,0.51,62.815,95.0
"University of California, Irvine",United States,2019,96,96,62.7,62.7,44.5,47.6,94.6,60.8,69.3,31089,16.7,0.24,0.53,62.7275,96.0
University of New South Wales,Australia,2019,96,96,62.7,62.7,45.0,54.1,82.3,52.4,92.6,41358,30.5,0.36,0.47,62.675000000000004,97.0
Lund University,Sweden,2019,98,98,62.5,62.5,41.9,53.2,87.4,78.0,77.3,28454,11.8,0.17,0.54,62.4975,98.0
Dartmouth College,United States,2019,99,99,62.4,62.4,59.6,38.9,95.9,41.3,40.1,6172,6.7,0.15,0.48,62.35999999999999,100.0
University of Helsinki,Finland,2019,99,99,62.4,62.4,46.2,57.6,87.5,37.4,54.4,22418,16.6,0.06,0.65,62.405,99.0
Zhejiang University,China,2019,101,101,62.2,62.2,69.4,68.4,47.9,100.0,53.3,36031,10.9,0.18,0.21,62.2075,101.0
Korea Advanced Institute of Science and Technology (KAIST),South Korea,2019,102,102,61.8,61.8,61.7,59.3,67.8,99.9,35.7,9587,10.4,0.09,0.2,61.815000000000005,102.0
University of Basel,Switzerland,2019,103,103,61.5,61.5,43.1,39.4,90.1,99.4,96.1,12852,18.0,0.27,0.55,61.4725,103.0
Free University of Berlin,Germany,2019,104,104,61.4,61.4,61.3,64.3,57.2,42.4,74.0,35032,56.4,0.21,0.59,61.44999999999999,104.0
Fudan University,China,2019,104,104,61.4,61.4,63.7,57.2,68.9,50.2,42.2,34393,12.2,0.11,0.51,61.36,105.0
University of Sheffield,United Kingdom,2019,106,106,61.2,61.2,46.0,46.0,86.5,43.1,87.2,25577,14.9,0.35,0.5,61.1675,106.0
University of Virginia,United States,2019,107,107,61.0,61.0,53.8,41.1,92.7,44.1,47.7,24295,9.4,0.12,0.53,60.96,107.0
École Polytechnique,France,2019,108,108,60.8,60.8,58.6,46.6,68.2,70.6,94.0,2908,5.6,0.36,0.21,60.834999999999994,108.0
Georgetown University,United States,2019,109,109,60.7,60.7,56.0,36.0,93.2,64.6,46.9,15801,8.5,0.17,0.54,60.6925,109.0
University of Bern,Switzerland,2019,110,110,60.3,60.3,45.1,41.7,85.5,83.1,86.5,10967,16.7,0.15,0.56,60.254999999999995,112.0
University of Bonn,Germany,2019,110,110,60.3,60.3,48.4,40.7,89.9,87.4,59.7,37708,70.2,0.13,0.55,60.362500000000004,110.0
City University of Hong Kong,Hong Kong,2019,110,110,60.3,60.3,43.7,46.3,80.6,63.2,99.8,9928,11.2,0.41,0.57,60.24499999999999,113.0
University of Pittsburgh,United States,2019,110,110,60.3,60.3,47.8,44.5,95.9,40.4,38.2,26517,5.9,0.11,0.52,60.334999999999994,111.0
University of Colorado Boulder,United States,2019,114,114,59.9,59.9,45.0,43.2,96.5,39.2,46.4,31625,15.5,0.12,0.44,59.86999999999999,115.0
Durham University,United Kingdom,2019,114,114,59.9,59.9,44.7,47.0,82.0,37.7,90.9,16565,14.8,0.3,0.54,59.870000000000005,114.0
University of Birmingham,United Kingdom,2019,116,116,59.7,59.7,38.9,43.3,91.5,39.8,88.5,28354,15.1,0.28,0.56,59.7425,116.0
University of Copenhagen,Denmark,2019,116,116,59.7,59.7,44.2,39.4,90.8,45.8,83.2,32157,4.4,0.16,0.55,59.705,117.0
University of Southampton,United Kingdom,2019,118,118,59.6,59.6,39.7,42.0,90.2,40.7,93.9,24078,13.9,0.36,0.52,59.629999999999995,118.0
University of York,United Kingdom,2019,119,119,59.3,59.3,41.2,45.7,86.4,36.2,84.9,15194,14.9,0.25,0.56,59.2625,119.0
Trinity College Dublin,Ireland,2019,120,120,59.2,59.2,43.7,47.0,79.8,43.4,93.3,16293,21.6,0.28,0.59,59.2325,120.0
University of Oslo,Norway,2019,121,121,59.1,59.1,39.8,44.2,91.2,41.8,73.3,20552,13.3,0.17,0.62,59.102500000000006,121.0
Vanderbilt University,United States,2019,121,121,59.1,59.1,46.5,39.4,96.6,47.0,41.9,12038,3.1,0.14,0.54,59.06749999999999,122.0
Aarhus University,Denmark,2019,123,123,59.0,59.0,37.0,51.4,84.2,63.0,75.3,26867,14.8,0.11,0.54,59.002500000000005,125.0
Arizona State University,United States,2019,123,123,59.0,59.0,42.7,47.4,88.7,38.6,58.6,46362,20.8,0.2,0.43,59.0,126.0
University of Göttingen,Germany,2019,123,123,59.0,59.0,48.8,48.9,81.2,36.1,59.7,30399,29.6,0.12,0.5,59.05,123.0
University of Mannheim,Germany,2019,123,123,59.0,59.0,42.7,51.3,82.5,62.5,60.0,10882,74.8,0.17,0.56,59.0125,124.0
Radboud University Nijmegen,Netherlands,2019,123,123,59.0,59.0,35.2,49.8,88.8,43.0,76.6,19954,17.5,0.15,0.55,58.96,127.0
Université Catholique de Louvain,Belgium,2019,128,128,58.9,58.9,38.1,51.4,82.1,55.1,79.7,25952,39.6,0.21,0.54,58.834999999999994,129.0
Maastricht University,Netherlands,2019,128,128,58.9,58.9,38.8,47.1,79.6,79.8,97.0,16250,15.8,0.52,0.59,58.919999999999995,128.0
Queen Mary University of London,United Kingdom,2019,130,130,58.8,58.8,31.9,38.9,97.6,43.0,96.1,16434,14.0,0.44,0.54,58.802499999999995,130.0
Technical University of Berlin,Germany,2019,131,131,58.7,58.7,50.0,54.1,67.5,94.2,64.4,22472,64.4,0.22,0.34,58.665,131.0
University of Alberta,Canada,2019,132,132,58.5,58.5,47.4,48.2,73.0,59.2,86.6,31844,21.0,0.26,0.55,58.55499999999999,132.0
Case Western Reserve University,United States,2019,132,132,58.5,58.5,49.2,36.2,93.2,40.8,51.5,10412,7.8,0.23,0.49,58.4625,133.0
Nanjing University,China,2019,134,134,58.4,58.4,54.4,47.5,71.7,84.0,56.1,34580,15.6,0.09,0.48,58.387499999999996,135.0
University of Western Australia,Australia,2019,134,134,58.4,58.4,33.5,44.5,88.8,55.0,93.1,18510,21.9,0.26,0.49,58.397499999999994,134.0
University of Adelaide,Australia,2019,135,135,58.3,58.3,32.8,41.2,92.5,61.6,90.9,21339,30.4,0.27,0.49,58.307500000000005,139.0
University of Geneva,Switzerland,2019,135,135,58.3,58.3,39.0,44.0,81.1,65.2,98.5,16530,15.2,0.39,0.61,58.247499999999995,140.0
University of Hamburg,Germany,2019,135,135,58.3,58.3,46.3,47.5,77.9,98.3,58.4,29584,58.2,0.12,0.56,58.34750000000001,136.0
Karlsruhe Institute of Technology,Germany,2019,135,135,58.3,58.3,46.8,47.4,75.7,92.5,67.1,26593,25.8,0.2,0.28,58.315,138.0
Pompeu Fabra University,Spain,2019,135,135,58.3,58.3,40.0,39.1,95.7,42.4,64.3,11523,21.3,0.13,0.6,58.3225,137.0
University of Exeter,United Kingdom,2019,141,141,57.8,57.8,34.3,39.7,93.2,36.3,90.3,20286,18.0,0.28,0.54,57.839999999999996,141.0
Pohang University of Science and Technology (POSTECH),South Korea,2019,142,142,57.7,57.7,50.7,47.8,77.4,94.3,34.4,3238,10.7,0.04,0.24,57.707499999999996,142.0
Ghent University,Belgium,2019,143,143,57.6,57.6,44.9,47.9,77.6,81.5,58.7,35835,35.2,0.1,0.54,57.559999999999995,144.0
University of Vienna,Austria,2019,143,143,57.6,57.6,53.3,47.6,64.7,35.4,94.4,33185,19.3,0.27,0.66,57.64499999999999,143.0
Autonomous University of Barcelona,Spain,2019,145,145,57.5,57.5,43.9,36.5,92.4,41.3,62.2,32223,12.8,0.16,0.59,57.5375,145.0
University of Cologne,Germany,2019,146,146,57.3,57.3,43.5,41.8,83.7,77.9,61.3,37483,37.9,0.15,,57.24499999999999,148.0
Indiana University,United States,2019,146,146,57.3,57.3,49.4,45.6,78.6,52.8,52.6,65707,13.8,0.16,0.52,57.345,146.0
Lancaster University,United Kingdom,2019,146,146,57.3,57.3,36.5,40.3,88.0,35.6,93.3,12202,12.8,0.39,0.51,57.3275,147.0
